[texto1] [polícia=homem]
[delegado] [alencar=carraro]
[alencar=carraro] [material]
[material] [estar]
[estar] [com]
[com] [umberto=conte]
[umberto=conte] [ano]
[ano] [de]
[de] [investigar]
[investigar] [por]
[por] [integrar]
[integrar] [bando]
[bando] [responsável]
[responsável] [por]
[por] [mais=de]
[mais=de] [assalto]
[assalto] [a]
[a] [residência]
[residência] [estabelecimento]
[estabelecimento] [comercial]
[comercial] [em]
[em] [eldorado]
[eldorado] [barra=do=ribeiro]
[barra=do=ribeiro] [guaíba]
[guaíba] [sertão=santana]
[sertão=santana] [entre]
[entre] [maio]
[maio] [setembro]
[setembro] [saber]
[saber] [muito]
[muito] [a=polícia=civil]
[a=polícia=civil] [cumprir]
[cumprir] [em]
[em] [manhã]
[manhã] [de]
[de] [sexta-feira]
[sexta-feira] [mandado=de=prisão]
[mandado=de=prisão] [de]
[de] [busca]
[busca] [apreensão]
[apreensão] [contra]
[contra] [quadrilha]
[quadrilha] [especializar]
[especializar] [em]
[em] [roubar]
[roubar] [comércio]
[comércio] [sítio]
[sítio] [residência]
[residência] [de]
[de] [alto]
[alto] [custo]
[custo] [em]
[em] [região=metropolitana]
[região=metropolitana] [preso]
[preso] [de]
[de] [semiaberto]
[semiaberto] [usar]
[usar] [tornozelo]
[tornozelo] [eletrônico]
[eletrônico] [ser]
[ser] [líder]
[líder] [de]
[de] [grupo]
[grupo] [ser]
[ser] [prender]
[prender] [em=casa]
[em=casa] [em]
[em] [bairro]
[bairro] [pedras=brancas]
[pedras=brancas] [em]
[em] [guaíba]

[texto66] [violência]
[violência] [doméstico]
[doméstico] [preso]
[preso] [por]
[por] [agredir]
[agredir] [mulher]
[mulher] [em]
[em] [caxias=do=sul=homem]
[caxias=do=sul=homem] [ter]
[ter] [mandado=de=prisão]
[mandado=de=prisão] [decretar]
[decretar] [depois]
[depois] [de]
[de] [ferir]
[ferir] [esposa]
[esposa] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [policial]
[policial] [civil]
[civil] [de]
[de] [delegacia=especializada]
[delegacia=especializada] [em]
[em] [atendimento]
[atendimento] [a]
[a] [mulher]
[mulher] [deam]
[deam] [de]
[de] [caxias=do=sul]
[caxias=do=sul] [cumprir]
[cumprir] [em]
[em] [segunda-feira]
[segunda-feira] [mandado=de=prisão]
[mandado=de=prisão] [preventivo]
[preventivo] [de]
[de] [homem]
[homem] [suspeito]
[suspeito] [de]
[de] [ter]
[ter] [arremessar]
[arremessar] [vaso]
[vaso] [em]
[em] [direção]
[direção] [de]
[de] [companheira]
[companheira] [em]
[em] [momento]
[momento] [descer]
[descer] [escada]
[escada] [em]
[em] [tentativa]
[tentativa] [de]
[de] [escapar]
[escapar] [de]
[de] [golpe]
[golpe] [sofrer]
[sofrer] [com]
[com] [objeto]
[objeto] [vítima]
[vítima] [desequilibrar]
[desequilibrar] [cair]
[cair] [de]
[de] [altura]
[altura] [de]
[de] [quase]
[quase] [metro]
[metro] [em=razão=de]
[em=razão=de] [queda]
[queda] [lesionar]
[lesionar] [grave]
[grave] [pulso]
[pulso] [ser]
[ser] [submeter]
[submeter] [cirurgia]
[cirurgia] [mulher]
[mulher] [afirmar]
[afirmar] [vir]
[vir] [ser]
[ser] [vítima]
[vítima] [de]
[de] [ameaça]
[ameaça] [agressão]
[agressão] [físico]
[físico] [há]
[há] [tempo]
[tempo] [prisão]
[prisão] [ser]
[ser] [decretar]
[decretar] [após]
[após] [representação]
[representação] [de]
[de] [autoridade]
[autoridade] [policial]
[policial] [à=vista=de]
[à=vista=de] [gravidade]
[gravidade] [de]
[de] [agressão]
[agressão] [preso]
[preso] [ter]
[ter] [antecedente]
[antecedente] [por]
[por] [roubo]
[roubo] [receptação]
[receptação] [homicídio]
[homicídio] [uso]
[uso] [de]
[de] [documento]
[documento] [falso]
[falso] [desobediência]

[texto67] [ação]
[ação] [ousado]
[ousado] [polícia]
[polícia] [procurar]
[procurar] [homem]
[homem] [ter]
[ter] [casa]
[casa] [invadir]
[invadir] [por]
[por] [criminoso]
[criminoso] [em]
[em] [ônibus]
[ônibus] [em]
[em] [alvorada=traficante]
[alvorada=traficante] [conhecer]
[conhecer] [como]
[como] [rafinha]
[rafinha] [ter]
[ter] [prisão=preventiva]
[prisão=preventiva] [decretar]
[decretar] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [durante]
[durante] [ação]
[ação] [realizar]
[realizar] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta-feira]
[quinta-feira] [para]
[para] [prender]
[prender] [quadrilha]
[quadrilha] [envolver]
[envolver] [com]
[com] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [homicídio]
[homicídio] [em]
[em] [região=metropolitana]
[região=metropolitana] [polícia=civil=de=alvorada]
[polícia=civil=de=alvorada] [também]
[também] [cumprir]
[cumprir] [mandado=de=prisão]
[mandado=de=prisão] [preventivo]
[preventivo] [contra]
[contra] [traficante]
[traficante] [conhecer]
[conhecer] [como]
[como] [rafinha]
[rafinha] [não]
[não] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [julho]
[julho] [de]
[de] [ano]
[ano] [grupo]
[grupo] [praticar]
[praticar] [de]
[de] [crime]
[crime] [muito]
[muito] [ousado]
[ousado] [usar]
[usar] [ônibus]
[ônibus] [para]
[para] [demolir]
[demolir] [muro]
[muro] [de]
[de] [casa]
[casa] [de]
[de] [rafinha]
[rafinha] [em]
[em] [rua=loureiro=da=silva]
[rua=loureiro=da=silva] [em]
[em] [bairro=são=pedro]
[bairro=são=pedro] [em]
[em] [alvorada]
[alvorada] [em]
[em] [ocasião]
[ocasião] [homem]
[homem] [ser]
[ser] [matar]
[matar] [em]
[em] [operação]
[operação] [de]
[de] [manhã]
[manhã] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [casa]
[casa] [de]
[de] [rafinha]
[rafinha] [revólver]
[revólver] [em]
[em] [comércio]
[comércio] [de]
[de] [comparsa]
[comparsa] [de]
[de] [polícia]
[polícia] [apreender]
[apreender] [cigarro]
[cigarro] [contrabandear]
[contrabandear] [em]
[em] [último]
[último] [domingo]
[domingo] [traficante]
[traficante] [irmão]
[irmão] [também]
[também] [com]
[com] [prisão=preventiva]
[prisão=preventiva] [decretar]
[decretar] [organizar]
[organizar] [churrasco]
[churrasco] [em=casa]
[em=casa] [em]
[em] [companhia]
[companhia] [de]
[de] [amigo]
[amigo] [ter]
[ter] [desentender]
[desentender] [com]
[com] [convidado]
[convidado] [em]
[em] [briga]
[briga] [pai]
[pai] [de]
[de] [rafinha]
[rafinha] [ser]
[ser] [esfaquear]
[esfaquear] [estar]
[estar] [internado]
[internado] [em]
[em] [hospital=cristo=redentor]
[hospital=cristo=redentor] [em]
[em] [estado]
[estado] [grave]

[texto68] [violência=suspeito]
[violência=suspeito] [de]
[de] [abusar]
[abusar] [de]
[de] [criança]
[criança] [ser]
[ser] [prender]
[prender] [por]
[por] [brigada=militar]
[brigada=militar] [em]
[em] [gravataí=homem]
[gravataí=homem] [ter]
[ter] [abordar]
[abordar] [menina]
[menina] [de]
[de] [de]
[de] [ano]
[ano] [em]
[em] [porta]
[porta] [de]
[de] [escola]
[escola] [carlos=ismael=moreira]
[carlos=ismael=moreira] [carlos.ismael@diariogaucho.com.br]
[carlos.ismael@diariogaucho.com.br] [homem]
[homem] [de]
[de] [ano]
[ano] [ser]
[ser] [prender]
[prender] [por]
[por] [brigada=militar=de=gravataí]
[brigada=militar=de=gravataí] [em]
[em] [noite]
[noite] [de]
[de] [sexta-feira]
[sexta-feira] [suspeitar]
[suspeitar] [de]
[de] [abusar]
[abusar] [de]
[de] [menina]
[menina] [de]
[de] [ano]
[ano] [ter]
[ter] [buscar]
[buscar] [criança]
[criança] [na=frente=de]
[na=frente=de] [escola]
[escola] [segundo]
[segundo] [informação]
[informação] [de]
[de] [setor]
[setor] [de]
[de] [inteligência]
[inteligência] [de]
[de] [bm]
[bm] [de]
[de] [cidade]
[cidade] [homem]
[homem] [estar]
[estar] [rondar]
[rondar] [garoto]
[garoto] [desde]
[desde] [quinta-feira]
[quinta-feira] [a]
[a] [tarde]
[tarde] [dirigir]
[dirigir] [uno=mille]
[uno=mille] [azul]
[azul] [ter]
[ter] [abordar]
[abordar] [na=frente=de]
[na=frente=de] [colégio]
[colégio] [em]
[em] [estudar]
[estudar] [em]
[em] [bairro=morada=do=vale]
[bairro=morada=do=vale] [ii]
[ii] [de=acordo]
[de=acordo] [com]
[com] [depoimento]
[depoimento] [de]
[de] [criança]
[criança] [a]
[a] [bm]
[bm] [homem]
[homem] [ter]
[ter] [oferecer]
[oferecer] [dinheiro]
[dinheiro] [combinado]
[combinado] [de]
[de] [buscar]
[buscar] [em]
[em] [dia]
[dia] [seguinte]
[seguinte] [em]
[em] [início]
[início] [de]
[de] [tarde]
[tarde] [de]
[de] [sexta-feira]
[sexta-feira] [ter]
[ter] [retornar]
[retornar] [levar]
[levar] [de]
[de] [carro]
[carro] [diretor]
[diretor] [de]
[de] [escola]
[escola] [notar]
[notar] [ausência]
[ausência] [de]
[de] [garoto]
[garoto] [entrar]
[entrar] [em]
[em] [contato]
[contato] [com]
[com] [mãe]
[mãe] [de]
[de] [de]
[de] [após]
[após] [hora]
[hora] [de]
[de] [busca]
[busca] [por]
[por] [redondeza]
[redondeza] [mãe]
[mãe] [encontrar]
[encontrar] [refugiar]
[refugiar] [em]
[em] [casa]
[casa] [de]
[de] [avô]
[avô] [de]
[de] [de]
[de] [questionar]
[questionar] [menina]
[menina] [contar]
[contar] [homem]
[homem] [ter]
[ter] [levar]
[levar] [para]
[para] [casa]
[casa] [chegar]
[chegar] [a]
[a] [tocar]
[tocar] [não]
[não] [haver]
[haver] [penetração]
[penetração] [bm]
[bm] [ser]
[ser] [chamar]
[chamar] [suspeito]
[suspeito] [ser]
[ser] [detido]
[detido] [em=casa]
[em=casa] [notebook]
[notebook] [de]
[de] [suspeito]
[suspeito] [encontrar]
[encontrar] [com]
[com] [de]
[de] [criança]
[criança] [ser]
[ser] [recolher]
[recolher] [por]
[por] [pm]
[pm] [com]
[com] [base]
[base] [em]
[em] [descrição]
[descrição] [garoto]
[garoto] [fazer]
[fazer] [de]
[de] [veículo]
[veículo] [setor]
[setor] [de]
[de] [inteligência]
[inteligência] [de]
[de] [bm]
[bm] [obter]
[obter] [placa]
[placa] [junto]
[junto] [guarda=municipal]
[guarda=municipal] [agente]
[agente] [desconfiar]
[desconfiar] [de]
[de] [uno]
[uno] [circular]
[circular] [em]
[em] [entornar]
[entornar] [de]
[de] [escola]
[escola] [haver]
[haver] [anotar]
[anotar] [numeração]
[numeração] [menina]
[menina] [reconhecer]
[reconhecer] [suspeito]
[suspeito] [por]
[por] [foto]
[foto] [constar]
[constar] [em]
[em] [documentação]
[documentação] [de]
[de] [carro]
[carro] [então]
[então] [pm]
[pm] [montar]
[montar] [campana]
[campana] [em=frente]
[em=frente] [a]
[a] [endereço]
[endereço] [de]
[de] [suspeito]
[suspeito] [indicar]
[indicar] [em]
[em] [registro]
[registro] [homem]
[homem] [ser]
[ser] [detido]
[detido] [assim=que]
[assim=que] [chegar]
[chegar] [em=casa]
[em=casa] [em]
[em] [vila=são=luiz]
[vila=são=luiz] [por=volta=de]
[por=volta=de] [ter]
[ter] [confessar]
[confessar] [abuso]
[abuso] [a]
[a] [pm]
[pm] [ser]
[ser] [levar]
[levar] [para]
[para] [delegacia=de=polícia=de=pronto=atendimento]
[delegacia=de=polícia=de=pronto=atendimento] [dppa]
[dppa] [de]
[de] [gravataí]
[gravataí] [onde]
[onde] [familiar]
[familiar] [de]
[de] [vítima]
[vítima] [também]
[também] [ser]
[ser] [ouvir]
[ouvir] [suspeito]
[suspeito] [ser]
[ser] [casar]
[casar] [há]
[há] [ano]
[ano] [ter]
[ter] [filha]
[filha] [já]
[já] [adulto]
[adulto] [de]
[de] [relacionamento]
[relacionamento] [anterior]
[anterior] [não]
[não] [ter]
[ter] [antecedent]

[texto69] [mistério=pela]
[mistério=pela] [sexto]
[sexto] [vez]
[vez] [em]
[em] [ano]
[ano] [namorada]
[namorada] [de]
[de] [assaltante]
[assaltante] [seco]
[seco] [ser]
[ser] [raptar]
[raptar] [suspeita]
[suspeita] [ser]
[ser] [de]
[de] [michele=de=moraes]
[michele=de=moraes] [vizinho]
[vizinho] [ter]
[ter] [ser]
[ser] [assassinar]
[assassinar] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [por]
[por] [sexto]
[sexto] [vez]
[vez] [em]
[em] [ano]
[ano] [michele=oliveira=de=moraes]
[michele=oliveira=de=moraes] [ano]
[ano] [estar]
[estar] [desaparecer]
[desaparecer] [namorar]
[namorar] [de]
[de] [assaltante]
[assaltante] [de]
[de] [carro-forte]
[carro-forte] [josé=carlos=dos=santos]
[josé=carlos=dos=santos] [seco]
[seco] [prender]
[prender] [desde]
[desde] [ser]
[ser] [arrancar]
[arrancar] [de]
[de] [casa]
[casa] [em]
[em] [residencial=pitangueiras]
[residencial=pitangueiras] [bairro=mathias=velho]
[bairro=mathias=velho] [em]
[em] [canoa]
[canoa] [por]
[por] [homem]
[homem] [encapuzado]
[encapuzado] [armar]
[armar] [em]
[em] [carro]
[carro] [escuro]
[escuro] [em]
[em] [dia]
[dia] [de]
[de] [outubro]
[outubro] [com]
[com] [ser]
[ser] [sequestrar]
[sequestrar] [maicon=bialva=dos=santos]
[maicon=bialva=dos=santos] [ano]
[ano] [também]
[também] [morador]
[morador] [de]
[de] [bairro]
[bairro] [sumiço]
[sumiço] [ser]
[ser] [registrar]
[registrar] [em]
[em] [polícia=civil]
[polícia=civil] [investigação]
[investigação] [sequer]
[sequer] [ser]
[ser] [iniciar]
[iniciar] [em]
[em] [ataque]
[ataque] [de]
[de] [ser]
[ser] [vítima]
[vítima] [criminoso]
[criminoso] [ter]
[ter] [levar]
[levar] [michele]
[michele] [para]
[para] [tentar]
[tentar] [arrancar]
[arrancar] [de]
[de] [informação]
[informação] [sobre]
[sobre] [local]
[local] [onde]
[onde] [estar]
[estar] [supor]
[supor] [milhão]
[milhão] [roubar]
[roubar] [guardar]
[guardar] [por]
[por] [seco]
[seco] [relação]
[relação] [entre]
[entre] [ser]
[ser] [desconhecer]
[desconhecer] [agora]
[agora] [família]
[família] [suspeito]
[suspeito] [de]
[de] [ter]
[ter] [envolver]
[envolver] [em]
[em] [perigoso]
[perigoso] [negociação]
[negociação] [com]
[com] [traficante]
[traficante] [provavelmente]
[provavelmente] [executar]
[executar] [assim=como]
[assim=como] [rapaz]
[rapaz] [levar]
[levar] [com]
[com] [tipo]
[tipo] [de]
[de] [envolvimento]
[envolvimento] [polícia]
[polícia] [desconhecer]
[desconhecer] [informação]
[informação] [não]
[não] [confirmar]
[confirmar] [por]
[por] [polícia]
[polícia] [dar]
[dar] [conta]
[conta] [de]
[de] [namorada]
[namorada] [de]
[de] [famoso]
[famoso] [assaltante]
[assaltante] [ter]
[ter] [tramar]
[tramar] [golpe]
[golpe] [para]
[para] [ganhar]
[ganhar] [de]
[de] [r]
[r] [de]
[de] [traficante]
[traficante] [de]
[de] [região=metropolitana]
[região=metropolitana] [primo]
[primo] [de]
[de] [já]
[já] [sofrer]
[sofrer] [ameaça]
[ameaça] [suspeito]
[suspeito] [de]
[de] [parente]
[parente] [ser]
[ser] [de]
[de] [maicon]
[maicon] [ter]
[ter] [ser]
[ser] [envolver]
[envolver] [em]
[em] [esquema]
[esquema] [receber]
[receber] [de]
[de] [r]
[r] [para]
[para] [passar]
[passar] [por]
[por] [falso]
[falso] [traficante]
[traficante] [de]
[de] [interior]
[interior] [há]
[há] [cerca=de]
[cerca=de] [mês]
[mês] [prima]
[prima] [de]
[de] [michele]
[michele] [já]
[já] [ter]
[ter] [ser]
[ser] [obrigar]
[obrigar] [a]
[a] [deixar]
[deixar] [cidade]
[cidade] [parede]
[parede] [de]
[de] [casa]
[casa] [ser]
[ser] [alvejar]
[alvejar] [por]
[por] [tiro]
[tiro] [criminoso]
[criminoso] [cobrar]
[cobrar] [dívida]
[dívida] [fazer]
[fazer] [suposto]
[suposto] [por]
[por] [michele]
[michele] [usar]
[usar] [nome]
[nome] [de]
[de] [prima]
[prima] [ainda]
[ainda] [investigar]
[investigar] [subtítulo]
[subtítulo] [em]
[em] [dia]
[dia] [seguinte]
[seguinte] [a]
[a] [desaparecimento]
[desaparecimento] [família]
[família] [de]
[de] [michele]
[michele] [registrar]
[registrar] [caso]
[caso] [em]
[em] [delegacia=de=homicídios=de=canoas]
[delegacia=de=homicídios=de=canoas] [em]
[em] [ocorrência]
[ocorrência] [não]
[não] [ser]
[ser] [citar]
[citar] [rapto]
[rapto] [presença]
[presença] [de]
[de] [maicon]
[maicon] [somente]
[somente] [em]
[em] [quinto]
[quinto] [dia]
[dia] [após]
[após] [sumiço]
[sumiço] [família]
[família] [de]
[de] [rapaz]
[rapaz] [ir]
[ir] [a]
[a] [1ª]
[1ª] [dp]
[dp] [de]
[de] [canoas]
[canoas] [mãe]
[mãe] [de]
[de] [maicon]
[maicon] [relatar]
[relatar] [dever]
[dever] [ter]
[ter] [ir]
[ir] [jogar]
[jogar] [futebol]
[futebol] [em]
[em] [noite]
[noite] [de]
[de] [de]
[de] [outubro]
[outubro] [em]
[em] [sapucaia=do=sul]
[sapucaia=do=sul] [não]
[não] [aparecer]
[aparecer] [ir]
[ir] [para]
[para] [casa]
[casa] [de]
[de] [michele]
[michele] [sumir]
[sumir] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [rafael=soares=pereira]
[rafael=soares=pereira] [caso]
[caso] [não]
[não] [caracterizar]
[caracterizar] [sequestro]
[sequestro] [não]
[não] [ser]
[ser] [solicitar]
[solicitar] [valor]
[valor] [a]
[a] [familiar]
[familiar] [por=exemplo]
[por=exemplo] [em]
[em] [entendimento]
[entendimento] [de]
[de] [titular]
[titular] [de]
[de] [1ª]
[1ª] [dp]
[dp] [de]
[de] [canoas]
[canoas] [haver]
[haver] [sinal]
[sinal] [de]
[de] [haver]
[haver] [duplo]
[duplo] [assassinato]
[assassinato] [por]
[por] [ocorrência]
[ocorrência] [ser]
[ser] [encaminhar]
[encaminhar] [a]
[a] [delegacia=de=homicídios]
[delegacia=de=homicídios] [ser]
[ser] [seco=josé=carlos=dos=santos]
[seco=josé=carlos=dos=santos] [seco]
[seco] [prender]
[prender] [desde]
[desde] [ser]
[ser] [considerar]
[considerar] [foragido]
[foragido] [número]
[número] [ser]
[ser] [suspeito]
[suspeito] [de]
[de] [principal]
[principal] [roubo]
[roubo] [a]
[a] [carro-forte]
[carro-forte] [desde]
[desde] [por]
[por] [crime]
[crime] [já]
[já] [ser]
[ser] [condenar]
[condenar] [pena]
[pena] [somar]
[somar] [mais=de]
[mais=de] [ano]
[ano] [de]
[de] [prisão]

[texto70] [latrocínio=polícia]
[latrocínio=polícia] [ter]
[ter] [suspeito]
[suspeito] [para]
[para] [morte]
[morte] [de]
[de] [homem]
[homem] [esfaquear]
[esfaquear] [em]
[em] [portão=vanderlei=antônio=trich=dos=santos]
[portão=vanderlei=antônio=trich=dos=santos] [ano]
[ano] [ser]
[ser] [matar]
[matar] [com]
[com] [facada]
[facada] [em]
[em] [madrugada]
[madrugada] [de]
[de] [terça-feira]
[terça-feira] [polícia]
[polícia] [já]
[já] [ter]
[ter] [suspeito]
[suspeito] [de]
[de] [ter]
[ter] [assassinar]
[assassinar] [vanderlei=antônio=trich=dos=santos]
[vanderlei=antônio=trich=dos=santos] [ano]
[ano] [com]
[com] [facada]
[facada] [em]
[em] [barriga]
[barriga] [em]
[em] [madrugada]
[madrugada] [de]
[de] [terça]
[terça] [investigador]
[investigador] [de]
[de] [dp]
[dp] [de]
[de] [portão]
[portão] [chegar]
[chegar] [a]
[a] [fazer]
[fazer] [busca]
[busca] [por]
[por] [homem]
[homem] [de]
[de] [ano]
[ano] [sem]
[sem] [sucesso]
[sucesso] [em]
[em] [casa]
[casa] [de]
[de] [de]
[de] [agente]
[agente] [encontrar]
[encontrar] [roupa]
[roupa] [sujo]
[sujo] [aparente]
[aparente] [de]
[de] [sangue]
[sangue] [humano]
[humano] [dentro=de]
[dentro=de] [máquina=de=lavar]
[máquina=de=lavar] [ser]
[ser] [usuário]
[usuário] [de]
[de] [crack]
[crack] [morador]
[morador] [de]
[de] [vila=saibreira]
[vila=saibreira] [convicção]
[convicção] [de]
[de] [policial]
[policial] [ser]
[ser] [de]
[de] [tratar]
[tratar] [de]
[de] [latrocínio]
[latrocínio] [roubo]
[roubo] [com]
[com] [morte]
[morte] [vanderlei]
[vanderlei] [ser]
[ser] [arrancar]
[arrancar] [com]
[com] [mulher]
[mulher] [de]
[de] [dentro=de]
[dentro=de] [casa]
[casa] [em]
[em] [bairro=rincão=do=cascalho]
[bairro=rincão=do=cascalho] [ser]
[ser] [fazer]
[fazer] [refém]
[refém] [em]
[em] [carro]
[carro] [de]
[de] [dirigir]
[dirigir] [por]
[por] [bandido]
[bandido] [corpo]
[corpo] [de]
[de] [trabalhador]
[trabalhador] [autônomo]
[autônomo] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [estrada=bom=jardim]
[estrada=bom=jardim] [bairro=macaco=branco]
[bairro=macaco=branco] [em]
[em] [local]
[local] [ter]
[ter] [ser]
[ser] [colocar]
[colocar] [fora=de]
[fora=de] [carro]
[carro] [espancar]
[espancar] [esfaquear]
[esfaquear] [conforme]
[conforme] [investigação]
[investigação] [dupla]
[dupla] [estar]
[estar] [armar]
[armar] [com]
[com] [faca]
[faca] [roubar]
[roubar] [r]
[r] [de]
[de] [casa]
[casa] [durante]
[durante] [percurso]
[percurso] [em]
[em] [levar]
[levar] [casal]
[casal] [mulher]
[mulher] [ter]
[ter] [ser]
[ser] [manter]
[manter] [em]
[em] [porta-malas]
[porta-malas] [só]
[só] [ser]
[ser] [libertar]
[libertar] [em]
[em] [cidade]
[cidade] [de]
[de] [são=vendelino]
[são=vendelino] [hora]
[hora] [depois]
[depois] [carro]
[carro] [ser]
[ser] [achar]
[achar] [em]
[em] [vale=do=caí]
[vale=do=caí] [busca]
[busca] [por]
[por] [suspeito]
[suspeito] [com]
[com] [apoio]
[apoio] [de]
[de] [brigada=militar]
[brigada=militar] [prosseguir]
[prosseguir] [em]
[em] [área]
[área] [rural]
[rural] [de]
[de] [portão]

[texto71] [homicídio]
[homicídio] [em]
[em] [gravataí=adolescente]
[gravataí=adolescente] [ser]
[ser] [matar]
[matar] [a]
[a] [tiro]
[tiro] [depois]
[depois] [de]
[de] [furtar]
[furtar] [casa]
[casa] [em]
[em] [gravataí=menino]
[gravataí=menino] [de]
[de] [ano]
[ano] [ser]
[ser] [atingir]
[atingir] [por]
[por] [tiro]
[tiro] [suposto]
[suposto] [quando]
[quando] [tentar]
[tentar] [furtar]
[furtar] [segundo]
[segundo] [casa]
[casa] [em]
[em] [seqüência]
[seqüência] [em]
[em] [bairro=santa=fé=eduardo=torres]
[bairro=santa=fé=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [a]
[a] [tiro]
[tiro] [em]
[em] [manhã]
[manhã] [de]
[de] [segunda-feira]
[segunda-feira] [em]
[em] [rua=nicolau=hees]
[rua=nicolau=hees] [bairro=santa=fé]
[bairro=santa=fé] [em]
[em] [gravataí]
[gravataí] [atingir]
[atingir] [por]
[por] [pelo=menos]
[pelo=menos] [disparo]
[disparo] [em]
[em] [costa]
[costa] [suspeito]
[suspeito] [de]
[de] [polícia]
[polícia] [ser]
[ser] [de]
[de] [ter]
[ter] [ser]
[ser] [balear]
[balear] [quando]
[quando] [tentar]
[tentar] [furtar]
[furtar] [objeto]
[objeto] [de]
[de] [dentro=de]
[dentro=de] [pátio]
[pátio] [de]
[de] [segundo]
[segundo] [casa]
[casa] [em]
[em] [seqüência]
[seqüência] [em]
[em] [rua]
[rua] [depois]
[depois] [de]
[de] [ser]
[ser] [alvejar]
[alvejar] [ainda]
[ainda] [ter]
[ter] [correr]
[correr] [cerca=de]
[cerca=de] [até]
[até] [cair]
[cair] [sem]
[sem] [vida]
[vida] [em]
[em] [rua]
[rua] [proprietário]
[proprietário] [de]
[de] [casa]
[casa] [onde]
[onde] [adolescente]
[adolescente] [ser]
[ser] [balear]
[balear] [não]
[não] [ser]
[ser] [encontrar]
[encontrar] [até]
[até] [momento]
[momento] [por]
[por] [polícia]
[polícia] [ser]
[ser] [tratar]
[tratar] [por]
[por] [investigador]
[investigador] [de]
[de] [1ª]
[1ª] [dp]
[dp] [de]
[de] [gravataí]
[gravataí] [até]
[até] [momento]
[momento] [como]
[como] [suspeitar]
[suspeitar] [de]
[de] [homicídio]
[homicídio] [comum]
[comum] [supor]
[supor] [defesa]
[defesa] [de]
[de] [patrimônio]
[patrimônio] [só]
[só] [ser]
[ser] [configurar]
[configurar] [a=partir=de]
[a=partir=de] [depoimento]
[depoimento] [de]
[de] [suspeito]

[texto72] [mistério]
[mistério] [em]
[em] [capital=corpo]
[capital=corpo] [de]
[de] [homem]
[homem] [ser]
[ser] [retirar]
[retirar] [de]
[de] [arroio=dilúvio]
[arroio=dilúvio] [em]
[em] [porto=alegre]
[porto=alegre] [segundo]
[segundo] [polícia]
[polícia] [não]
[não] [haver]
[haver] [sinal]
[sinal] [aparentar]
[aparentar] [de]
[de] [violência]
[violência] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [não]
[não] [haver]
[haver] [informação]
[informação] [sobre]
[sobre] [causa]
[causa] [de]
[de] [morte]
[morte] [segundo]
[segundo] [policiar]
[policiar] [de]
[de] [equipe]
[equipe] [volante]
[volante] [de]
[de] [1ª]
[1ª] [dppa]
[dppa] [não]
[não] [haver]
[haver] [sinal]
[sinal] [aparentar]
[aparentar] [de]
[de] [violência]
[violência] [corpo]
[corpo] [de]
[de] [homem]
[homem] [identificar]
[identificar] [como]
[como] [odilson=lucio=maciel=da=luz]
[odilson=lucio=maciel=da=luz] [ano]
[ano] [ser]
[ser] [retirar]
[retirar] [de]
[de] [arroio=dilúvio]
[arroio=dilúvio] [em]
[em] [esquina]
[esquina] [de]
[de] [avenida]
[avenida] [joão=pessoa]
[joão=pessoa] [ipiranga]
[ipiranga] [em]
[em] [final]
[final] [de]
[de] [manhã]
[manhã] [de]
[de] [quarta-feira]
[quarta-feira] [não]
[não] [haver]
[haver] [informação]
[informação] [sobre]
[sobre] [causa]
[causa] [de]
[de] [morte]
[morte] [segundo]
[segundo] [policiar]
[policiar] [de]
[de] [equipe]
[equipe] [volante]
[volante] [de]
[de] [1ª]
[1ª] [dppa]
[dppa] [não]
[não] [haver]
[haver] [sinal]
[sinal] [aparente]
[aparente] [de]
[de] [violência]
[violência] [caso]
[caso] [ser]
[ser] [investigar]
[investigar] [por]
[por] [2ª]
[2ª] [dp]
[dp] [de]
[de] [capital]
[capital] [corpo]
[corpo] [ser]
[ser] [levar]
[levar] [a]
[a] [dml]
[dml] [para]
[para] [ser]
[ser] [periciar]

[texto73] [ação]
[ação] [policial]
[policial] [adolescente]
[adolescente] [ser]
[ser] [apreender]
[apreender] [com]
[com] [arma]
[arma] [de]
[de] [brigada=militar]
[brigada=militar] [pistola]
[pistola] [de]
[de] [batalhão]
[batalhão] [de]
[de] [capital]
[capital] [ser]
[ser] [encontrar]
[encontrar] [com]
[com] [suspeito]
[suspeito] [de]
[de] [tráfico]
[tráfico] [em]
